Finding Title,Finding Description & Remediation,status,First Seen,severity,confidence,triage_state,triaged_at,triage_comment,state_updated_at,repository,location
javascript.express.security.audit.xss.mustache.var-in-href.var-in-href,"Detected a template variable used in an anchor tag with the 'href' attribute. This allows a malicious actor to input the 'javascript:' URI and is subject to cross- site scripting (XSS) attacks. If using a relative URL, start with a literal forward slash and concatenate the URL, like this: href='/{{link}}'. You may also consider setting the Content Security Policy (CSP) header.",open,2024-08-19T14:19:00.923988Z,medium,low,untriaged,,,,"{'name': 'Semgrep-Demo/go-app', 'url': 'https://github.com/Semgrep-Demo/go-app'}","{'file_path': 'templates/template.sidebar.html', 'line': 45, 'column': 33, 'end_line': 45, 'end_column': 75}"
javascript.express.security.audit.xss.mustache.var-in-href.var-in-href,"Detected a template variable used in an anchor tag with the 'href' attribute. This allows a malicious actor to input the 'javascript:' URI and is subject to cross- site scripting (XSS) attacks. If using a relative URL, start with a literal forward slash and concatenate the URL, like this: href='/{{link}}'. You may also consider setting the Content Security Policy (CSP) header.",open,2024-08-19T14:19:00.923983Z,medium,low,untriaged,,,,"{'name': 'Semgrep-Demo/go-app', 'url': 'https://github.com/Semgrep-Demo/go-app'}","{'file_path': 'templates/template.sidebar.html', 'line': 56, 'column': 29, 'end_line': 56, 'end_column': 54}"
javascript.express.security.audit.xss.mustache.var-in-href.var-in-href,"Detected a template variable used in an anchor tag with the 'href' attribute. This allows a malicious actor to input the 'javascript:' URI and is subject to cross- site scripting (XSS) attacks. If using a relative URL, start with a literal forward slash and concatenate the URL, like this: href='/{{link}}'. You may also consider setting the Content Security Policy (CSP) header.",open,2024-08-19T14:19:00.923976Z,medium,low,untriaged,,,,"{'name': 'Semgrep-Demo/go-app', 'url': 'https://github.com/Semgrep-Demo/go-app'}","{'file_path': 'templates/template.sidebar.html', 'line': 63, 'column': 29, 'end_line': 63, 'end_column': 58}"
javascript.express.security.audit.xss.mustache.var-in-href.var-in-href,"Detected a template variable used in an anchor tag with the 'href' attribute. This allows a malicious actor to input the 'javascript:' URI and is subject to cross- site scripting (XSS) attacks. If using a relative URL, start with a literal forward slash and concatenate the URL, like this: href='/{{link}}'. You may also consider setting the Content Security Policy (CSP) header.",open,2024-08-19T14:19:00.923971Z,medium,low,untriaged,,,,"{'name': 'Semgrep-Demo/go-app', 'url': 'https://github.com/Semgrep-Demo/go-app'}","{'file_path': 'templates/template.sidebar.html', 'line': 68, 'column': 29, 'end_line': 68, 'end_column': 57}"
javascript.lang.security.audit.detect-non-literal-regexp.detect-non-literal-regexp,"RegExp() called with a `a` function argument, this might allow an attacker to cause a Regular Expression Denial-of-Service (ReDoS) within your application as RegExP blocks the main thread. For this reason, it is recommended to use hardcoded regexes instead. If your regex is run on user-controlled input, consider performing input validation or use a regex checking/sanitization library such as https://www.npmjs.com/package/recheck to verify that the regex does not appear vulnerable to ReDoS.",open,2024-08-19T14:19:00.923965Z,medium,low,untriaged,,,,"{'name': 'Semgrep-Demo/go-app', 'url': 'https://github.com/Semgrep-Demo/go-app'}","{'file_path': 'public/js/jquery-3.2.1-min.js', 'line': 2, 'column': 14873, 'end_line': 2, 'end_column': 14910}"
javascript.lang.security.audit.detect-non-literal-regexp.detect-non-literal-regexp,"RegExp() called with a `b` function argument, this might allow an attacker to cause a Regular Expression Denial-of-Service (ReDoS) within your application as RegExP blocks the main thread. For this reason, it is recommended to use hardcoded regexes instead. If your regex is run on user-controlled input, consider performing input validation or use a regex checking/sanitization library such as https://www.npmjs.com/package/recheck to verify that the regex does not appear vulnerable to ReDoS.",open,2024-08-19T14:19:00.923960Z,medium,low,untriaged,,,,"{'name': 'Semgrep-Demo/go-app', 'url': 'https://github.com/Semgrep-Demo/go-app'}","{'file_path': 'public/js/jquery-3.2.1-min.js', 'line': 3, 'column': 9255, 'end_line': 3, 'end_column': 9310}"
javascript.lang.security.audit.detect-non-literal-regexp.detect-non-literal-regexp,"RegExp() called with a `b` function argument, this might allow an attacker to cause a Regular Expression Denial-of-Service (ReDoS) within your application as RegExP blocks the main thread. For this reason, it is recommended to use hardcoded regexes instead. If your regex is run on user-controlled input, consider performing input validation or use a regex checking/sanitization library such as https://www.npmjs.com/package/recheck to verify that the regex does not appear vulnerable to ReDoS.",open,2024-08-19T14:19:00.923955Z,medium,low,untriaged,,,,"{'name': 'Semgrep-Demo/go-app', 'url': 'https://github.com/Semgrep-Demo/go-app'}","{'file_path': 'public/js/jquery-3.2.1-min.js', 'line': 4, 'column': 5105, 'end_line': 4, 'end_column': 5160}"
javascript.lang.security.audit.prototype-pollution.prototype-pollution-loop.prototype-pollution-loop,"Possibility of prototype polluting function detected. By adding or modifying attributes of an object prototype, it is possible to create attributes that exist on every object, or replace critical attributes with malicious ones. This can be problematic if the software depends on existence or non-existence of certain attributes, or uses pre-defined attributes of object prototype (such as hasOwnProperty, toString or valueOf). Possible mitigations might be: freezing the object prototype, using an object without prototypes (via Object.create(null) ), blocking modifications of attributes that resolve to object prototype, using Map instead of object.",open,2024-08-19T14:19:00.923949Z,medium,low,untriaged,,,,"{'name': 'Semgrep-Demo/go-app', 'url': 'https://github.com/Semgrep-Demo/go-app'}","{'file_path': 'public/js/jquery-3.2.1-min.js', 'line': 2, 'column': 15678, 'end_line': 2, 'end_column': 15686}"
javascript.lang.security.audit.prototype-pollution.prototype-pollution-loop.prototype-pollution-loop,"Possibility of prototype polluting function detected. By adding or modifying attributes of an object prototype, it is possible to create attributes that exist on every object, or replace critical attributes with malicious ones. This can be problematic if the software depends on existence or non-existence of certain attributes, or uses pre-defined attributes of object prototype (such as hasOwnProperty, toString or valueOf). Possible mitigations might be: freezing the object prototype, using an object without prototypes (via Object.create(null) ), blocking modifications of attributes that resolve to object prototype, using Map instead of object.",open,2024-08-19T14:19:00.923944Z,medium,low,untriaged,,,,"{'name': 'Semgrep-Demo/go-app', 'url': 'https://github.com/Semgrep-Demo/go-app'}","{'file_path': 'public/js/jquery-3.2.1-min.js', 'line': 2, 'column': 26763, 'end_line': 2, 'end_column': 26771}"
python.django.security.audit.xss.template-href-var.template-href-var,Detected a template variable used in an anchor tag with the 'href' attribute. This allows a malicious actor to input the 'javascript:' URI and is subject to cross- site scripting (XSS) attacks. Use the 'url' template tag to safely generate a URL. You may also consider setting the Content Security Policy (CSP) header.,open,2024-08-19T14:19:00.923938Z,medium,low,untriaged,,,,"{'name': 'Semgrep-Demo/go-app', 'url': 'https://github.com/Semgrep-Demo/go-app'}","{'file_path': 'templates/template.sidebar.html', 'line': 28, 'column': 32, 'end_line': 28, 'end_column': 68}"
python.django.security.audit.xss.template-href-var.template-href-var,Detected a template variable used in an anchor tag with the 'href' attribute. This allows a malicious actor to input the 'javascript:' URI and is subject to cross- site scripting (XSS) attacks. Use the 'url' template tag to safely generate a URL. You may also consider setting the Content Security Policy (CSP) header.,open,2024-08-19T14:19:00.923931Z,medium,low,untriaged,,,,"{'name': 'Semgrep-Demo/go-app', 'url': 'https://github.com/Semgrep-Demo/go-app'}","{'file_path': 'templates/template.sidebar.html', 'line': 37, 'column': 32, 'end_line': 37, 'end_column': 67}"
python.django.security.django-no-csrf-token.django-no-csrf-token,Manually-created forms in django templates should specify a csrf_token to prevent CSRF attacks.,open,2024-08-19T14:19:00.923924Z,medium,medium,untriaged,,,,"{'name': 'Semgrep-Demo/go-app', 'url': 'https://github.com/Semgrep-Demo/go-app'}","{'file_path': 'templates/template.login.html', 'line': 29, 'column': 25, 'end_line': 39, 'end_column': 32}"
python.flask.security.xss.audit.template-href-var.template-href-var,Detected a template variable used in an anchor tag with the 'href' attribute. This allows a malicious actor to input the 'javascript:' URI and is subject to cross- site scripting (XSS) attacks. Use 'url_for()' to safely generate a URL. You may also consider setting the Content Security Policy (CSP) header.,open,2024-08-19T14:19:00.923918Z,medium,low,untriaged,,,,"{'name': 'Semgrep-Demo/go-app', 'url': 'https://github.com/Semgrep-Demo/go-app'}","{'file_path': 'templates/template.sidebar.html', 'line': 28, 'column': 32, 'end_line': 28, 'end_column': 68}"
python.flask.security.xss.audit.template-href-var.template-href-var,Detected a template variable used in an anchor tag with the 'href' attribute. This allows a malicious actor to input the 'javascript:' URI and is subject to cross- site scripting (XSS) attacks. Use 'url_for()' to safely generate a URL. You may also consider setting the Content Security Policy (CSP) header.,open,2024-08-19T14:19:00.923912Z,medium,low,untriaged,,,,"{'name': 'Semgrep-Demo/go-app', 'url': 'https://github.com/Semgrep-Demo/go-app'}","{'file_path': 'templates/template.sidebar.html', 'line': 37, 'column': 32, 'end_line': 37, 'end_column': 67}"
yaml.docker-compose.security.no-new-privileges.no-new-privileges,Service 'db-mysql' allows for privilege escalation via setuid or setgid binaries. Add 'no-new-privileges:true' in 'security_opt' to prevent this.,open,2024-08-19T14:19:00.923907Z,medium,low,untriaged,,,,"{'name': 'Semgrep-Demo/go-app', 'url': 'https://github.com/Semgrep-Demo/go-app'}","{'file_path': 'docker-compose.yml', 'line': 14, 'column': 3, 'end_line': 14, 'end_column': 11}"
yaml.docker-compose.security.writable-filesystem-service.writable-filesystem-service,"Service 'db-mysql' is running with a writable root filesystem. This may allow malicious applications to download and run additional payloads, or modify container files. If an application inside a container has to save something temporarily consider using a tmpfs. Add 'read_only: true' to this service to prevent this.",open,2024-08-19T14:19:00.923901Z,medium,low,untriaged,,,,"{'name': 'Semgrep-Demo/go-app', 'url': 'https://github.com/Semgrep-Demo/go-app'}","{'file_path': 'docker-compose.yml', 'line': 14, 'column': 3, 'end_line': 14, 'end_column': 11}"
semgrep_demo.formatted-template-string-taint-copy,"Untrusted input could be used to tamper with a web page rendering, which can lead to a Cross-site scripting (XSS) vulnerability. XSS vulnerabilities occur when untrusted input executes malicious JavaScript code, leading to issues such as account compromise and sensitive information leakage. To prevent this vulnerability, validate the user input, perform contextual output encoding or sanitize the input. For more information, see: [Go XSS prevention](https://semgrep.dev/docs/cheat-sheets/go-xss/). ",open,2024-08-19T14:19:00.923886Z,medium,high,untriaged,,,,"{'name': 'Semgrep-Demo/go-app', 'url': 'https://github.com/Semgrep-Demo/go-app'}","{'file_path': 'vulnerability/xss/xss.go', 'line': 100, 'column': 21, 'end_line': 100, 'end_column': 44}"
